Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Origin,Dest,delay,Meantemp,Meandewpoint,Meanhumidity,Meansealevelpre,Meanvisibility,Meanwindspeed,Rainfall,Cloudcover,Meantemp_arr,Meandewpoint_arr,Meanhumidity_arr,Meansealevelpre_arr,Meanvisibility_arr,Meanwindspeed_arr,Rainfall_arr,Cloudcover_arr,airport,city,state,country,lat,long,airport_arr,city_arr,state_arr,country_arr,lat_arr,long_arr
2008,4,7,1,1036,1118,HA,-3.0,-6.0,KOA,HNL,0,24.0,12.0,64.0,1017.0,16.0,14.0,0.00,2.0,25.0,15.0,63.0,1018.0,16.0,15.0,T,4.0,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,8,10,7,1555,1655,WN,-14.0,-3.0,LAS,ONT,0,34.0,-5.0,13.0,1009.0,16.0,17.0,0.00,0.0,26.0,8.0,50.0,1014.0,16.0,8.0,0.00,0.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Ontario International,Ontario,CA,USA,34.056,-117.60119440000001
2008,6,13,5,1008,1446,CO,3.0,-5.0,IAH,PHL,1,29.0,20.0,64.0,1017.0,16.0,14.0,0.00,3.0,25.0,12.0,61.0,1025.0,16.0,10.0,0.00,3.0,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,6,11,3,952,1045,OO,3.0,2.0,LAX,PSP,1,19.0,11.0,66.0,1012.0,16.0,13.0,0.00,4.0,31.0,-12.0,24.0,1007.0,16.0,14.0,0.00,0.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2008,12,5,5,1930,2048,US,-18.0,-6.0,PHL,BOS,0,2.0,-10.0,48.0,1026.0,16.0,15.0,0.00,4.0,3.0,-11.0,46.0,1023.0,16.0,18.0,0.00,5.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
2008,1,31,4,1545,1920,WN,-3.0,6.0,PDX,PHX,0,7.0,2.0,77.0,1011.0,14.0,15.0,13.97,8.0,9.0,-16.0,29.0,1029.0,16.0,12.0,0.00,1.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,3,12,3,1940,2110,WN,12.0,8.0,SAN,SMF,1,,,,,,,,,16.0,7.0,70.0,1022.0,16.0,11.0,0.00,2.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2008,6,13,5,736,1110,UA,14.0,7.0,EGE,ORD,1,10.0,-9.0,38.0,1028.0,16.0,8.0,0.00,0.0,17.0,3.0,48.0,1017.0,16.0,11.0,0.00,0.0,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.91769529999999,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,10,21,2,1954,2043,OO,-15.0,-4.0,SLC,ONT,0,8.0,-11.0,45.0,1032.0,16.0,16.0,0.00,2.0,23.0,2.0,51.0,1017.0,11.0,3.0,0.00,2.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Ontario International,Ontario,CA,USA,34.056,-117.60119440000001
2008,8,26,2,1652,1901,DL,154.0,142.0,ATL,PDX,1,26.0,19.0,76.0,1011.0,12.0,18.0,27.94,7.0,18.0,4.0,56.0,1021.0,16.0,4.0,0.00,5.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2008,6,30,1,1205,1420,WN,-3.0,-1.0,BNA,LAX,0,23.0,8.0,52.0,1018.0,16.0,13.0,0.00,3.0,21.0,13.0,70.0,1016.0,14.0,14.0,0.00,2.0,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,3,30,7,1430,1559,9E,127.0,103.0,MEM,TUL,1,14.0,9.0,89.0,1021.0,9.0,13.0,30.73,7.0,16.0,9.0,87.0,1014.0,8.0,19.0,2.03,7.0,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167
2008,8,31,7,2140,2236,FL,-23.0,-10.0,ATL,MLI,0,27.0,18.0,68.0,1019.0,15.0,17.0,0.00,6.0,21.0,,,,,7.0,0.00,,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2008,8,22,5,1715,2049,YV,-4.0,-10.0,IAH,CLT,0,28.0,22.0,78.0,1016.0,16.0,8.0,0.00,4.0,24.0,14.0,59.0,1024.0,16.0,18.0,0.00,6.0,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,12,26,5,1605,1808,FL,-18.0,-2.0,ATL,PHL,0,11.0,8.0,89.0,1029.0,6.0,16.0,2.54,8.0,3.0,-7.0,68.0,1036.0,16.0,6.0,T,6.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,5,19,1,1655,1829,OO,-11.0,6.0,OMA,ORD,0,,,,,,,,,20.0,2.0,42.0,1010.0,16.0,18.0,0.00,0.0,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,9,28,7,655,848,EV,-8.0,-10.0,CAK,ATL,0,17.0,12.0,79.0,1020.0,15.0,13.0,0.00,7.0,23.0,13.0,64.0,1016.0,16.0,10.0,0.00,1.0,Akron-Canton Regional,Akron,OH,USA,40.91631194,-81.44246556,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,12,25,4,630,808,US,-13.0,1.0,BOS,PHL,0,6.0,-9.0,65.0,1031.0,16.0,29.0,2.03,4.0,7.0,-7.0,46.0,1034.0,15.0,22.0,1.02,4.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,10,27,1,1455,1709,DL,22.0,3.0,ATL,SEA,1,10.0,-9.0,54.0,1025.0,16.0,26.0,0.00,1.0,11.0,4.0,68.0,1025.0,16.0,7.0,0.00,2.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2008,7,23,3,704,908,NW,21.0,35.0,ATL,DTW,1,26.0,18.0,69.0,1017.0,13.0,11.0,T,6.0,22.0,9.0,63.0,1016.0,16.0,16.0,0.00,4.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,6,30,1,1456,1545,MQ,6.0,3.0,SAN,LAX,1,,,,,,,,,21.0,13.0,70.0,1016.0,14.0,14.0,0.00,2.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,1,6,7,605,906,DL,-12.0,0.0,ORD,ATL,0,2.0,-6.0,66.0,1009.0,16.0,10.0,0.00,0.0,12.0,3.0,67.0,1029.0,16.0,8.0,0.00,3.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,4,1,2,1155,1310,B6,1.0,5.0,JFK,IAD,1,13.0,7.0,87.0,1024.0,9.0,35.0,4.32,7.0,17.0,5.0,75.0,1022.0,9.0,25.0,3.05,7.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
2008,2,28,4,1555,1555,WN,3.0,-2.0,PHX,LAS,1,20.0,-6.0,39.0,1014.0,16.0,7.0,0.00,3.0,17.0,-6.0,30.0,1015.0,16.0,6.0,0.00,4.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,10,30,4,1118,1215,OO,-6.0,-3.0,SLC,EUG,0,15.0,-3.0,38.0,1022.0,16.0,12.0,0.00,1.0,10.0,7.0,92.0,1013.0,10.0,5.0,T,7.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Mahlon Sweet ,Eugene,OR,USA,44.123259999999995,-123.21868559999999
2008,8,3,7,2155,2325,WN,4.0,9.0,LAS,OAK,1,37.0,-2.0,20.0,1006.0,16.0,19.0,0.00,3.0,28.0,17.0,58.0,1010.0,16.0,13.0,0.00,0.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.22071670000001
2008,3,3,1,1300,1800,AA,12.0,13.0,BUR,DFW,1,14.0,-11.0,27.0,1024.0,16.0,5.0,0.00,0.0,12.0,-2.0,79.0,1017.0,8.0,33.0,28.19,8.0,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,2,15,5,2250,503,UA,-19.0,0.0,SJC,ORD,0,11.0,-6.0,54.0,1023.0,16.0,5.0,0.00,0.0,-3.0,-18.0,63.0,1031.0,16.0,6.0,0.00,0.0,San Jose International,San Jose,CA,USA,37.36186194,-121.92900890000001,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,4,6,7,2040,2145,WN,40.0,45.0,LAS,BUR,1,20.0,-7.0,23.0,1009.0,16.0,15.0,0.00,2.0,15.0,6.0,63.0,1016.0,14.0,8.0,0.00,4.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969
2008,8,14,4,1715,1810,WN,3.0,2.0,AUS,DAL,1,29.0,12.0,56.0,1012.0,16.0,10.0,0.00,2.0,30.0,13.0,51.0,1013.0,16.0,8.0,0.00,4.0,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
2008,2,13,3,1930,2342,DL,29.0,79.0,JFK,PHX,1,6.0,-2.0,86.0,1016.0,8.0,24.0,30.23,8.0,17.0,2.0,45.0,1014.0,16.0,8.0,0.00,4.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,10,16,4,1000,1408,OO,44.0,48.0,SLC,IAH,1,11.0,0.0,57.0,1026.0,16.0,8.0,0.00,2.0,20.0,16.0,89.0,1022.0,11.0,11.0,7.11,8.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,4,14,1,1823,2007,CO,3.0,-10.0,MIA,IAH,1,23.0,7.0,52.0,1018.0,16.0,18.0,0.00,3.0,14.0,-3.0,44.0,1029.0,16.0,10.0,0.00,0.0,Miami International,Miami,FL,USA,25.79325,-80.29055556,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,6,15,7,1740,1849,EV,58.0,53.0,VLD,ATL,1,25.0,19.0,85.0,1016.0,13.0,5.0,8.13,4.0,27.0,14.0,60.0,1015.0,15.0,9.0,0.00,4.0,Valdosta Regional,Valdosta,GA,USA,30.7825,-83.27672222,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,7,20,7,1105,1230,WN,2.0,-1.0,SMF,SNA,1,20.0,9.0,63.0,1012.0,15.0,21.0,0.00,0.0,21.0,14.0,71.0,1015.0,14.0,10.0,0.00,5.0,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.86822250000002
2008,8,15,5,740,1559,AA,108.0,57.0,SEA,JFK,1,26.0,13.0,54.0,1016.0,16.0,12.0,0.00,5.0,22.0,15.0,74.0,1016.0,13.0,9.0,25.91,7.0,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,4,13,7,1509,1543,OO,14.0,17.0,SLC,RNO,1,12.0,-4.0,42.0,1028.0,16.0,8.0,0.00,0.0,17.0,-14.0,30.0,1022.0,16.0,7.0,0.00,2.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.76806470000001
2008,12,18,4,708,944,UA,52.0,23.0,EWR,DEN,1,3.0,-4.0,64.0,1028.0,16.0,8.0,0.00,6.0,-6.0,-11.0,85.0,1015.0,9.0,11.0,0.76,5.0,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,3,30,7,1605,1715,OO,-5.0,0.0,RDD,SFO,0,11.0,-11.0,30.0,1022.0,16.0,13.0,0.00,1.0,11.0,1.0,60.0,1021.0,16.0,27.0,0.00,2.0,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,11,26,3,830,1008,US,-17.0,-7.0,BOS,PHL,0,4.0,-2.0,71.0,1014.0,16.0,14.0,0.00,2.0,6.0,-4.0,61.0,1017.0,16.0,22.0,0.00,5.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,1,8,2,2025,2112,HA,-17.0,-10.0,ITO,HNL,0,,,,,,,,,22.0,16.0,76.0,1021.0,16.0,9.0,T,1.0,Hilo International,Hilo,HI,USA,19.72026306,-155.04847030000002,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,4,30,3,1505,1705,MQ,-5.0,-6.0,EVV,DFW,0,14.0,2.0,63.0,1019.0,13.0,11.0,0.00,1.0,22.0,6.0,54.0,1012.0,16.0,38.0,0.00,4.0,Evansville Regional,Evansville,IN,USA,38.03799139,-87.53062667,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,4,15,2,1550,1745,MQ,-14.0,-5.0,DSM,DFW,0,11.0,-3.0,47.0,1022.0,16.0,30.0,0.00,0.0,17.0,0.0,43.0,1024.0,16.0,24.0,0.00,0.0,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,8,9,6,630,1430,UA,-10.0,0.0,SMF,IAD,0,22.0,10.0,58.0,1015.0,16.0,16.0,0.00,0.0,22.0,6.0,51.0,1014.0,16.0,9.0,0.00,3.0,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
2008,5,26,1,1710,45,WN,-17.0,5.0,LAS,TPA,0,19.0,-6.0,33.0,1009.0,16.0,11.0,0.00,3.0,25.0,12.0,57.0,1019.0,16.0,10.0,0.00,2.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
2008,3,19,3,800,1017,CO,-23.0,-9.0,ATL,EWR,0,14.0,8.0,83.0,1015.0,12.0,26.0,29.21,8.0,9.0,0.0,80.0,1022.0,5.0,9.0,23.62,8.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
2008,1,14,1,1040,1255,AA,-9.0,-5.0,FLL,DFW,0,21.0,7.0,67.0,1020.0,11.0,16.0,0.00,4.0,10.0,-5.0,51.0,1030.0,16.0,9.0,0.00,1.0,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,8,21,4,2020,2025,OO,7.0,-10.0,LAN,ORD,1,21.0,8.0,62.0,1022.0,16.0,11.0,0.00,5.0,23.0,16.0,79.0,1013.0,9.0,13.0,0.00,5.0,Capital City,Lansing,MI,USA,42.7787,-84.58735806,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,10,12,7,1904,2035,9E,-15.0,-1.0,DTW,TUL,0,18.0,5.0,61.0,1031.0,13.0,5.0,0.00,2.0,23.0,15.0,69.0,1020.0,16.0,20.0,0.00,3.0,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167
2008,5,20,2,1715,1845,AA,-3.0,-4.0,DFW,MEM,0,27.0,12.0,50.0,1009.0,16.0,12.0,0.00,3.0,26.0,8.0,49.0,1007.0,16.0,17.0,0.00,1.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2008,11,9,7,1130,1358,EV,5.0,-7.0,HPN,ATL,1,9.0,-2.0,58.0,1012.0,16.0,13.0,0.00,4.0,9.0,0.0,60.0,1019.0,16.0,13.0,0.00,0.0,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,9,18,4,1520,1755,AA,-11.0,-3.0,LAX,HNL,0,21.0,13.0,72.0,1015.0,14.0,12.0,0.00,2.0,27.0,17.0,61.0,1017.0,16.0,15.0,0.00,1.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,1,28,1,900,1020,US,19.0,0.0,JAX,CLT,1,8.0,-1.0,68.0,1025.0,16.0,7.0,0.00,1.0,5.0,-6.0,53.0,1025.0,16.0,7.0,0.00,3.0,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,10,26,7,2145,2350,MQ,36.0,43.0,ORD,OKC,1,3.0,-14.0,49.0,1036.0,16.0,24.0,0.00,0.0,15.0,-6.0,55.0,1035.0,16.0,24.0,0.00,0.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2008,5,17,6,1325,1430,MQ,-9.0,-8.0,ORD,LSE,0,18.0,3.0,47.0,1013.0,16.0,19.0,0.00,0.0,15.0,1.0,63.0,1006.0,12.0,13.0,1.52,2.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,La Crosse Municipal,La Crosse,WI,USA,43.87937972,-91.25653778
2008,5,23,5,2110,2221,UA,37.0,36.0,DEN,ONT,1,12.0,-4.0,51.0,1004.0,11.0,18.0,0.00,4.0,12.0,8.0,81.0,1010.0,15.0,8.0,4.83,8.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Ontario International,Ontario,CA,USA,34.056,-117.60119440000001
2008,4,2,3,1530,1652,UA,12.0,22.0,MSP,ORD,1,1.0,-8.0,71.0,1030.0,16.0,10.0,0.00,5.0,7.0,-4.0,58.0,1028.0,16.0,18.0,0.00,1.0,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,1,18,5,850,1020,WN,-5.0,-5.0,LAS,OAK,0,6.0,-13.0,34.0,1027.0,16.0,8.0,0.00,0.0,-6.0,-15.0,79.0,1027.0,16.0,14.0,0.00,4.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.22071670000001
2008,6,14,6,1928,2045,YV,42.0,73.0,RDU,ORD,1,28.0,17.0,61.0,1021.0,14.0,12.0,0.25,3.0,21.0,4.0,47.0,1014.0,16.0,5.0,0.00,0.0,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,5,28,3,1225,1533,DL,-13.0,-5.0,FLL,BOS,0,28.0,18.0,60.0,1017.0,16.0,20.0,0.00,4.0,16.0,-3.0,38.0,1022.0,16.0,16.0,0.00,2.0,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
2008,6,10,2,1230,1330,WN,5.0,0.0,ELP,LAX,1,32.0,1.0,20.0,1010.0,16.0,14.0,T,2.0,19.0,13.0,79.0,1011.0,8.0,9.0,0.00,7.0,El Paso International,El Paso,TX,USA,31.80666667,-106.37780559999999,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,5,25,7,1500,1700,AS,6.0,-6.0,ANC,ADK,1,7.0,0.0,69.0,1028.0,16.0,10.0,0.00,5.0,4.0,-1.0,74.0,1024.0,15.0,11.0,0.00,8.0,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,Adak,Adak,AK,USA,51.87796389,-176.6460306
2008,11,16,7,700,915,WN,-18.0,0.0,BHM,LAS,0,6.0,-4.0,56.0,1026.0,16.0,13.0,0.00,3.0,18.0,-9.0,21.0,1024.0,16.0,4.0,0.00,0.0,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,4,15,2,730,828,DL,-9.0,-5.0,TYS,ATL,0,9.0,-5.0,54.0,1026.0,16.0,8.0,0.00,1.0,10.0,-4.0,57.0,1025.0,16.0,12.0,0.00,1.0,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,5,10,6,1930,2101,UA,-13.0,-5.0,SFO,LAS,0,13.0,6.0,73.0,1017.0,16.0,19.0,0.00,2.0,25.0,-7.0,15.0,1013.0,16.0,10.0,0.00,0.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,3,22,6,1245,1445,AA,64.0,75.0,MCO,ORD,1,18.0,12.0,84.0,1020.0,15.0,6.0,1.02,6.0,2.0,-8.0,64.0,1035.0,16.0,16.0,0.00,7.0,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,11,13,4,1030,1136,CO,-7.0,-14.0,EWR,BOS,0,11.0,2.0,77.0,1027.0,8.0,8.0,13.21,8.0,7.0,-3.0,68.0,1028.0,16.0,7.0,1.27,8.0,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
2008,2,19,2,1150,1921,DL,3.0,7.0,PDX,ATL,1,7.0,-2.0,73.0,1019.0,15.0,9.0,T,4.0,8.0,-7.0,44.0,1023.0,16.0,17.0,0.00,2.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,12,14,7,1350,1523,EV,-10.0,-1.0,ILM,ATL,0,10.0,-1.0,77.0,1033.0,16.0,12.0,0.00,2.0,5.0,-3.0,69.0,1031.0,16.0,17.0,T,7.0,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,3,24,1,811,912,NW,-5.0,-12.0,CMH,DTW,0,3.0,-8.0,60.0,1027.0,14.0,9.0,T,5.0,0.0,-11.0,63.0,1030.0,16.0,12.0,0.00,3.0,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,9,3,3,50,525,AS,-2.0,0.0,ANC,PDX,0,12.0,7.0,76.0,1014.0,16.0,9.0,3.30,7.0,18.0,8.0,64.0,1023.0,16.0,13.0,0.00,2.0,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2008,6,2,1,957,1115,OO,12.0,8.0,ORF,ORD,1,19.0,9.0,64.0,1017.0,16.0,11.0,0.00,0.0,20.0,13.0,77.0,1017.0,16.0,10.0,2.54,5.0,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,1,3,4,843,1045,UA,-3.0,0.0,IAD,DEN,0,-4.0,-17.0,46.0,1041.0,16.0,15.0,0.00,1.0,6.0,-11.0,41.0,1019.0,,16.0,0.00,6.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,6,2,1,705,906,EV,-2.0,-6.0,MGM,ATL,0,26.0,19.0,68.0,1017.0,15.0,5.0,0.00,1.0,26.0,17.0,67.0,1016.0,16.0,9.0,0.00,5.0,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,7,20,7,1155,1335,WN,3.0,3.0,FLL,HOU,1,31.0,21.0,63.0,1020.0,16.0,14.0,0.00,2.0,30.0,19.0,64.0,1021.0,16.0,8.0,0.00,3.0,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
2008,10,14,2,838,1210,OO,-8.0,-6.0,SLC,MCI,0,7.0,-3.0,61.0,1031.0,16.0,10.0,0.00,0.0,12.0,7.0,74.0,1027.0,16.0,11.0,0.76,8.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
2008,6,28,6,1555,1740,AS,-11.0,-9.0,SMF,SEA,0,23.0,10.0,54.0,1014.0,12.0,16.0,0.00,0.0,24.0,9.0,52.0,1019.0,16.0,15.0,0.00,0.0,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2008,4,30,3,630,1000,WN,-16.0,-5.0,MDW,MCO,0,8.0,-6.0,51.0,1020.0,16.0,11.0,0.00,3.0,21.0,2.0,50.0,1020.0,16.0,12.0,0.00,0.0,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
2008,3,10,1,744,830,NW,2.0,18.0,FNT,MSP,1,-2.0,-11.0,61.0,1029.0,15.0,6.0,0.00,4.0,-6.0,-16.0,65.0,1031.0,14.0,10.0,0.00,2.0,Bishop,Flint,MI,USA,42.96550333,-83.74345639,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
